,DateCaptured,Windows,Mac,Linux
v1.0.0,2021-07-20,226,,
1.5.0,2021-07-21,307,148.0,37.0
v1.4.2,2021-07-21,538,270.0,62.0
v1.4.1,2021-07-21,235,96.0,31.0
v1.4.0,2021-07-21,346,127.0,33.0
v1.3.0,2021-07-21,90,76.0,26.0
v1.2.1,2021-07-21,191,,
v1.1.0,2021-07-21,188,,
v1.0.0,2021-07-21,230,,
1.5.0,2021-07-22,309,149.0,37.0
v1.4.2,2021-07-22,538,270.0,62.0
v1.4.1,2021-07-22,235,96.0,31.0
v1.4.0,2021-07-22,346,127.0,33.0
v1.3.0,2021-07-22,90,76.0,26.0
v1.2.1,2021-07-22,191,,
v1.1.0,2021-07-22,188,,
v1.0.0,2021-07-22,231,,
1.5.0,2021-07-23,309,151.0,37.0
v1.4.2,2021-07-23,538,270.0,62.0
v1.4.1,2021-07-23,235,96.0,31.0
v1.4.0,2021-07-23,346,127.0,33.0
v1.3.0,2021-07-23,90,76.0,26.0
v1.2.1,2021-07-23,191,,
v1.1.0,2021-07-23,188,,
v1.0.0,2021-07-23,234,,
1.5.0,2021-07-24,314,152.0,37.0
v1.4.2,2021-07-24,538,270.0,62.0
v1.4.1,2021-07-24,235,96.0,31.0
v1.4.0,2021-07-24,346,127.0,33.0
v1.3.0,2021-07-24,90,76.0,26.0
v1.2.1,2021-07-24,191,,
v1.1.0,2021-07-24,188,,
v1.0.0,2021-07-24,234,,
1.5.0,2021-07-25,316,154.0,37.0
v1.4.2,2021-07-25,538,270.0,62.0
v1.4.1,2021-07-25,235,96.0,31.0
v1.4.0,2021-07-25,346,127.0,33.0
v1.3.0,2021-07-25,90,76.0,26.0
v1.2.1,2021-07-25,191,,
v1.1.0,2021-07-25,188,,
v1.0.0,2021-07-25,235,,
1.5.0,2021-07-26,319,156.0,37.0
v1.4.2,2021-07-26,538,270.0,62.0
v1.4.1,2021-07-26,235,96.0,31.0
v1.4.0,2021-07-26,347,127.0,33.0
v1.3.0,2021-07-26,90,76.0,26.0
v1.2.1,2021-07-26,191,,
v1.1.0,2021-07-26,188,,
v1.0.0,2021-07-26,236,,
1.5.0,2021-07-27,327,159.0,38.0
v1.4.2,2021-07-27,538,270.0,62.0
v1.4.1,2021-07-27,235,96.0,31.0
v1.4.0,2021-07-27,348,127.0,33.0
v1.3.0,2021-07-27,90,76.0,26.0
v1.2.1,2021-07-27,191,,
v1.1.0,2021-07-27,188,,
v1.0.0,2021-07-27,237,,
1.5.0,2021-07-28,330,162.0,38.0
v1.4.2,2021-07-28,538,270.0,62.0
v1.4.1,2021-07-28,235,96.0,31.0
v1.4.0,2021-07-28,348,127.0,33.0
v1.3.0,2021-07-28,90,76.0,26.0
v1.2.1,2021-07-28,191,,
v1.1.0,2021-07-28,188,,
v1.0.0,2021-07-28,240,,
1.5.0,2021-07-29,335,166.0,39.0
v1.4.2,2021-07-29,538,270.0,62.0
v1.4.1,2021-07-29,235,96.0,31.0
v1.4.0,2021-07-29,348,127.0,33.0
v1.3.0,2021-07-29,90,76.0,26.0
v1.2.1,2021-07-29,191,,
v1.1.0,2021-07-29,188,,
v1.0.0,2021-07-29,242,,
1.5.0,2021-07-30,338,168.0,42.0
v1.4.2,2021-07-30,538,270.0,62.0
v1.4.1,2021-07-30,235,96.0,31.0
v1.4.0,2021-07-30,348,127.0,33.0
v1.3.0,2021-07-30,90,76.0,26.0
v1.2.1,2021-07-30,191,,
v1.1.0,2021-07-30,188,,
v1.0.0,2021-07-30,243,,
1.5.0,2021-07-31,342,172.0,42.0
v1.4.2,2021-07-31,538,270.0,62.0
v1.4.1,2021-07-31,235,96.0,31.0
v1.4.0,2021-07-31,349,127.0,33.0
v1.3.0,2021-07-31,90,76.0,26.0
v1.2.1,2021-07-31,191,,
v1.1.0,2021-07-31,188,,
v1.0.0,2021-07-31,244,,
1.5.0,2021-08-01,342,174.0,42.0
v1.4.2,2021-08-01,538,270.0,62.0
v1.4.1,2021-08-01,235,96.0,31.0
v1.4.0,2021-08-01,351,127.0,33.0
v1.3.0,2021-08-01,90,76.0,26.0
v1.2.1,2021-08-01,191,,
v1.1.0,2021-08-01,188,,
v1.0.0,2021-08-01,245,,
1.5.0,2021-08-02,350,174.0,42.0
v1.4.2,2021-08-02,538,270.0,62.0
v1.4.1,2021-08-02,235,96.0,31.0
v1.4.0,2021-08-02,351,127.0,33.0
v1.3.0,2021-08-02,90,76.0,26.0
v1.2.1,2021-08-02,191,,
v1.1.0,2021-08-02,188,,
v1.0.0,2021-08-02,246,,
1.5.0,2021-08-03,351,176.0,44.0
v1.4.2,2021-08-03,538,270.0,62.0
v1.4.1,2021-08-03,235,96.0,31.0
v1.4.0,2021-08-03,351,127.0,33.0
v1.3.0,2021-08-03,90,76.0,26.0
v1.2.1,2021-08-03,191,,
v1.1.0,2021-08-03,188,,
v1.0.0,2021-08-03,247,,
1.5.0,2021-08-04,355,179.0,44.0
v1.4.2,2021-08-04,538,270.0,62.0
v1.4.1,2021-08-04,235,96.0,31.0
v1.4.0,2021-08-04,351,127.0,33.0
v1.3.0,2021-08-04,90,76.0,26.0
v1.2.1,2021-08-04,191,,
v1.1.0,2021-08-04,188,,
v1.0.0,2021-08-04,248,,
1.5.0,2021-08-05,360,179.0,44.0
v1.4.2,2021-08-05,538,270.0,62.0
v1.4.1,2021-08-05,235,96.0,31.0
v1.4.0,2021-08-05,351,127.0,33.0
v1.3.0,2021-08-05,90,76.0,26.0
v1.2.1,2021-08-05,191,,
v1.1.0,2021-08-05,188,,
v1.0.0,2021-08-05,252,,
1.5.0,2021-08-06,361,179.0,44.0
v1.4.2,2021-08-06,538,270.0,62.0
v1.4.1,2021-08-06,235,96.0,31.0
v1.4.0,2021-08-06,351,127.0,33.0
v1.3.0,2021-08-06,90,76.0,26.0
v1.2.1,2021-08-06,191,,
v1.1.0,2021-08-06,188,,
v1.0.0,2021-08-06,254,,
1.5.0,2021-08-07,365,181.0,44.0
v1.4.2,2021-08-07,538,270.0,62.0
v1.4.1,2021-08-07,235,96.0,31.0
v1.4.0,2021-08-07,351,127.0,33.0
v1.3.0,2021-08-07,90,76.0,26.0
v1.2.1,2021-08-07,191,,
v1.1.0,2021-08-07,188,,
v1.0.0,2021-08-07,258,,
1.5.0,2021-08-08,370,186.0,44.0
v1.4.2,2021-08-08,538,270.0,62.0
v1.4.1,2021-08-08,235,96.0,31.0
v1.4.0,2021-08-08,351,127.0,33.0
v1.3.0,2021-08-08,90,76.0,26.0
v1.2.1,2021-08-08,191,,
v1.1.0,2021-08-08,188,,
v1.0.0,2021-08-08,259,,
1.5.0,2021-08-09,386,193.0,47.0
v1.4.2,2021-08-09,538,270.0,62.0
v1.4.1,2021-08-09,235,96.0,31.0
v1.4.0,2021-08-09,353,128.0,33.0
v1.3.0,2021-08-09,90,76.0,26.0
v1.2.1,2021-08-09,191,,
v1.1.0,2021-08-09,188,,
v1.0.0,2021-08-09,261,,
1.5.0,2021-08-10,391,194.0,47.0
v1.4.2,2021-08-10,538,270.0,62.0
v1.4.1,2021-08-10,235,96.0,31.0
v1.4.0,2021-08-10,353,128.0,33.0
v1.3.0,2021-08-10,90,76.0,26.0
v1.2.1,2021-08-10,191,,
v1.1.0,2021-08-10,188,,
v1.0.0,2021-08-10,265,,
1.5.0,2021-08-11,397,196.0,47.0
v1.4.2,2021-08-11,538,270.0,62.0
v1.4.1,2021-08-11,235,96.0,31.0
v1.4.0,2021-08-11,353,128.0,33.0
v1.3.0,2021-08-11,90,76.0,26.0
v1.2.1,2021-08-11,191,,
v1.1.0,2021-08-11,188,,
v1.0.0,2021-08-11,266,,
1.5.0,2021-08-12,400,196.0,47.0
v1.4.2,2021-08-12,538,270.0,62.0
v1.4.1,2021-08-12,235,96.0,31.0
v1.4.0,2021-08-12,353,128.0,33.0
v1.3.0,2021-08-12,90,76.0,26.0
v1.2.1,2021-08-12,191,,
v1.1.0,2021-08-12,188,,
v1.0.0,2021-08-12,268,,
1.5.0,2021-08-13,405,198.0,47.0
v1.4.2,2021-08-13,538,270.0,62.0
v1.4.1,2021-08-13,235,96.0,31.0
v1.4.0,2021-08-13,354,128.0,33.0
v1.3.0,2021-08-13,90,76.0,26.0
v1.2.1,2021-08-13,191,,
v1.1.0,2021-08-13,188,,
v1.0.0,2021-08-13,268,,
1.5.0,2021-08-14,410,201.0,48.0
v1.4.2,2021-08-14,540,270.0,62.0
v1.4.1,2021-08-14,235,96.0,31.0
v1.4.0,2021-08-14,354,128.0,33.0
v1.3.0,2021-08-14,90,76.0,26.0
v1.2.1,2021-08-14,191,,
v1.1.0,2021-08-14,188,,
v1.0.0,2021-08-14,268,,
1.5.0,2021-08-15,415,201.0,49.0
v1.4.2,2021-08-15,540,270.0,62.0
v1.4.1,2021-08-15,235,96.0,31.0
v1.4.0,2021-08-15,354,128.0,33.0
v1.3.0,2021-08-15,90,76.0,26.0
v1.2.1,2021-08-15,191,,
v1.1.0,2021-08-15,188,,
v1.0.0,2021-08-15,268,,
1.5.0,2021-08-16,422,202.0,52.0
v1.4.2,2021-08-16,540,270.0,62.0
v1.4.1,2021-08-16,235,96.0,31.0
v1.4.0,2021-08-16,354,128.0,33.0
v1.3.0,2021-08-16,90,76.0,26.0
v1.2.1,2021-08-16,191,,
v1.1.0,2021-08-16,188,,
v1.0.0,2021-08-16,268,,
1.5.0,2021-08-17,430,204.0,52.0
v1.4.2,2021-08-17,540,270.0,62.0
v1.4.1,2021-08-17,235,96.0,31.0
v1.4.0,2021-08-17,354,128.0,33.0
v1.3.0,2021-08-17,90,76.0,26.0
v1.2.1,2021-08-17,191,,
v1.1.0,2021-08-17,188,,
v1.0.0,2021-08-17,268,,
1.5.0,2021-08-18,433,205.0,52.0
v1.4.2,2021-08-18,540,270.0,62.0
v1.4.1,2021-08-18,235,96.0,31.0
v1.4.0,2021-08-18,354,128.0,33.0
v1.3.0,2021-08-18,90,76.0,26.0
v1.2.1,2021-08-18,191,,
v1.1.0,2021-08-18,188,,
v1.0.0,2021-08-18,268,,
1.5.0,2021-08-19,436,206.0,52.0
v1.4.2,2021-08-19,540,270.0,62.0
v1.4.1,2021-08-19,235,96.0,31.0
v1.4.0,2021-08-19,354,128.0,33.0
v1.3.0,2021-08-19,90,76.0,26.0
v1.2.1,2021-08-19,191,,
v1.1.0,2021-08-19,188,,
v1.0.0,2021-08-19,268,,
1.5.0,2021-08-20,440,208.0,52.0
v1.4.2,2021-08-20,540,270.0,62.0
v1.4.1,2021-08-20,235,96.0,31.0
v1.4.0,2021-08-20,354,128.0,33.0
v1.3.0,2021-08-20,90,76.0,26.0
v1.2.1,2021-08-20,191,,
v1.1.0,2021-08-20,188,,
v1.0.0,2021-08-20,268,,
v1.5.1-beta,2021-08-21,12,5.0,
1.5.0,2021-08-21,443,212.0,53.0
v1.4.2,2021-08-21,540,270.0,62.0
v1.4.1,2021-08-21,235,96.0,31.0
v1.4.0,2021-08-21,354,128.0,33.0
v1.3.0,2021-08-21,90,76.0,26.0
v1.2.1,2021-08-21,191,,
v1.1.0,2021-08-21,188,,
v1.0.0,2021-08-21,268,,
v1.5.1-beta,2021-08-22,22,9.0,
1.5.0,2021-08-22,450,212.0,54.0
v1.4.2,2021-08-22,540,270.0,62.0
v1.4.1,2021-08-22,235,96.0,31.0
v1.4.0,2021-08-22,354,128.0,33.0
v1.3.0,2021-08-22,90,76.0,26.0
v1.2.1,2021-08-22,191,,
v1.1.0,2021-08-22,188,,
v1.0.0,2021-08-22,268,,
v1.5.1-beta,2021-08-23,27,11.0,
1.5.0,2021-08-23,452,218.0,55.0
v1.4.2,2021-08-23,540,270.0,62.0
v1.4.1,2021-08-23,235,96.0,31.0
v1.4.0,2021-08-23,354,128.0,33.0
v1.3.0,2021-08-23,90,76.0,26.0
v1.2.1,2021-08-23,191,,
v1.1.0,2021-08-23,188,,
v1.0.0,2021-08-23,268,,
v1.5.1-beta,2021-08-24,36,20.0,
1.5.0,2021-08-24,460,221.0,55.0
v1.4.2,2021-08-24,540,270.0,62.0
v1.4.1,2021-08-24,235,96.0,31.0
v1.4.0,2021-08-24,354,128.0,33.0
v1.3.0,2021-08-24,90,76.0,26.0
v1.2.1,2021-08-24,191,,
v1.1.0,2021-08-24,188,,
v1.0.0,2021-08-24,268,,
v1.5.1-beta,2021-08-25,44,22.0,
1.5.0,2021-08-25,471,224.0,55.0
v1.4.2,2021-08-25,540,270.0,62.0
v1.4.1,2021-08-25,235,96.0,31.0
v1.4.0,2021-08-25,354,128.0,33.0
v1.3.0,2021-08-25,90,76.0,26.0
v1.2.1,2021-08-25,191,,
v1.1.0,2021-08-25,188,,
v1.0.0,2021-08-25,268,,
v1.5.1-beta,2021-08-26,46,24.0,
1.5.0,2021-08-26,473,227.0,55.0
v1.4.2,2021-08-26,540,270.0,62.0
v1.4.1,2021-08-26,235,96.0,31.0
v1.4.0,2021-08-26,354,128.0,33.0
v1.3.0,2021-08-26,90,76.0,26.0
v1.2.1,2021-08-26,191,,
v1.1.0,2021-08-26,188,,
v1.0.0,2021-08-26,268,,
v1.5.1-beta,2021-08-27,50,25.0,
1.5.0,2021-08-27,474,228.0,55.0
v1.4.2,2021-08-27,541,271.0,62.0
v1.4.1,2021-08-27,235,96.0,31.0
v1.4.0,2021-08-27,354,128.0,33.0
v1.3.0,2021-08-27,90,76.0,26.0
v1.2.1,2021-08-27,191,,
v1.1.0,2021-08-27,188,,
v1.0.0,2021-08-27,269,,
v1.5.1-beta,2021-08-28,50,27.0,
1.5.0,2021-08-28,475,229.0,58.0
v1.4.2,2021-08-28,541,271.0,62.0
v1.4.1,2021-08-28,235,96.0,31.0
v1.4.0,2021-08-28,354,128.0,33.0
v1.3.0,2021-08-28,90,76.0,26.0
v1.2.1,2021-08-28,191,,
v1.1.0,2021-08-28,188,,
v1.0.0,2021-08-28,269,,
v1.5.1-beta,2021-08-29,55,27.0,
1.5.0,2021-08-29,478,233.0,60.0
v1.4.2,2021-08-29,542,271.0,62.0
v1.4.1,2021-08-29,235,96.0,31.0
v1.4.0,2021-08-29,354,128.0,33.0
v1.3.0,2021-08-29,90,76.0,26.0
v1.2.1,2021-08-29,191,,
v1.1.0,2021-08-29,188,,
v1.0.0,2021-08-29,269,,
v1.5.1-beta,2021-08-30,57,29.0,
1.5.0,2021-08-30,483,236.0,60.0
v1.4.2,2021-08-30,542,271.0,62.0
v1.4.1,2021-08-30,235,96.0,31.0
v1.4.0,2021-08-30,354,128.0,33.0
v1.3.0,2021-08-30,90,76.0,26.0
v1.2.1,2021-08-30,191,,
v1.1.0,2021-08-30,188,,
v1.0.0,2021-08-30,269,,
v1.5.1-beta,2021-08-31,61,30.0,
1.5.0,2021-08-31,485,236.0,60.0
v1.4.2,2021-08-31,542,271.0,62.0
v1.4.1,2021-08-31,235,96.0,31.0
v1.4.0,2021-08-31,354,128.0,33.0
v1.3.0,2021-08-31,90,76.0,26.0
v1.2.1,2021-08-31,191,,
v1.1.0,2021-08-31,188,,
v1.0.0,2021-08-31,270,,
v1.5.1-beta,2021-09-01,61,30.0,
1.5.0,2021-09-01,485,237.0,61.0
v1.4.2,2021-09-01,544,272.0,62.0
v1.4.1,2021-09-01,235,96.0,31.0
v1.4.0,2021-09-01,354,128.0,33.0
v1.3.0,2021-09-01,90,76.0,26.0
v1.2.1,2021-09-01,191,,
v1.1.0,2021-09-01,188,,
v1.0.0,2021-09-01,270,,
v1.5.1-beta,2021-09-02,64,33.0,
1.5.0,2021-09-02,491,238.0,62.0
v1.4.2,2021-09-02,544,272.0,62.0
v1.4.1,2021-09-02,235,96.0,31.0
v1.4.0,2021-09-02,354,128.0,33.0
v1.3.0,2021-09-02,90,76.0,26.0
v1.2.1,2021-09-02,191,,
v1.1.0,2021-09-02,188,,
v1.0.0,2021-09-02,271,,
v1.5.1-beta,2021-09-03,64,33.0,
1.5.0,2021-09-03,494,238.0,62.0
v1.4.2,2021-09-03,544,272.0,62.0
v1.4.1,2021-09-03,235,96.0,31.0
v1.4.0,2021-09-03,354,128.0,33.0
v1.3.0,2021-09-03,90,76.0,26.0
v1.2.1,2021-09-03,191,,
v1.1.0,2021-09-03,188,,
v1.0.0,2021-09-03,274,,
v1.5.1-beta,2021-09-04,65,34.0,
1.5.0,2021-09-04,496,242.0,62.0
v1.4.2,2021-09-04,545,272.0,62.0
v1.4.1,2021-09-04,235,96.0,31.0
v1.4.0,2021-09-04,354,128.0,33.0
v1.3.0,2021-09-04,90,76.0,26.0
v1.2.1,2021-09-04,191,,
v1.1.0,2021-09-04,188,,
v1.0.0,2021-09-04,275,,
v1.5.1-beta,2021-09-05,66,34.0,
1.5.0,2021-09-05,496,243.0,62.0
v1.4.2,2021-09-05,545,272.0,62.0
v1.4.1,2021-09-05,235,96.0,31.0
v1.4.0,2021-09-05,354,128.0,33.0
v1.3.0,2021-09-05,90,76.0,26.0
v1.2.1,2021-09-05,191,,
v1.1.0,2021-09-05,188,,
v1.0.0,2021-09-05,277,,
v1.5.1-beta,2021-09-06,67,34.0,
1.5.0,2021-09-06,498,246.0,62.0
v1.4.2,2021-09-06,546,272.0,62.0
v1.4.1,2021-09-06,235,96.0,31.0
v1.4.0,2021-09-06,354,128.0,33.0
v1.3.0,2021-09-06,90,76.0,26.0
v1.2.1,2021-09-06,191,,
v1.1.0,2021-09-06,188,,
v1.0.0,2021-09-06,279,,
v1.5.1-beta,2021-09-07,69,36.0,
1.5.0,2021-09-07,500,248.0,62.0
v1.4.2,2021-09-07,546,272.0,62.0
v1.4.1,2021-09-07,235,96.0,31.0
v1.4.0,2021-09-07,356,128.0,33.0
v1.3.0,2021-09-07,90,76.0,26.0
v1.2.1,2021-09-07,191,,
v1.1.0,2021-09-07,188,,
v1.0.0,2021-09-07,281,,
v1.5.1-beta,2021-09-08,72,39.0,
1.5.0,2021-09-08,506,250.0,62.0
v1.4.2,2021-09-08,546,272.0,62.0
v1.4.1,2021-09-08,235,96.0,31.0
v1.4.0,2021-09-08,356,128.0,33.0
v1.3.0,2021-09-08,90,76.0,26.0
v1.2.1,2021-09-08,191,,
v1.1.0,2021-09-08,188,,
v1.0.0,2021-09-08,281,,
v1.5.1-beta,2021-09-09,73,40.0,
1.5.0,2021-09-09,507,250.0,62.0
v1.4.2,2021-09-09,546,272.0,62.0
v1.4.1,2021-09-09,235,96.0,31.0
v1.4.0,2021-09-09,356,128.0,33.0
v1.3.0,2021-09-09,90,76.0,26.0
v1.2.1,2021-09-09,191,,
v1.1.0,2021-09-09,188,,
v1.0.0,2021-09-09,282,,
v1.5.1-beta,2021-09-10,73,41.0,
1.5.0,2021-09-10,514,250.0,62.0
v1.4.2,2021-09-10,546,272.0,62.0
v1.4.1,2021-09-10,235,96.0,31.0
v1.4.0,2021-09-10,357,128.0,33.0
v1.3.0,2021-09-10,90,76.0,26.0
v1.2.1,2021-09-10,191,,
v1.1.0,2021-09-10,188,,
v1.0.0,2021-09-10,284,,
v1.5.1-beta,2021-09-11,79,43.0,
1.5.0,2021-09-11,514,251.0,62.0
v1.4.2,2021-09-11,546,272.0,62.0
v1.4.1,2021-09-11,235,96.0,31.0
v1.4.0,2021-09-11,357,128.0,33.0
v1.3.0,2021-09-11,90,76.0,26.0
v1.2.1,2021-09-11,191,,
v1.1.0,2021-09-11,188,,
v1.0.0,2021-09-11,285,,
v1.5.1-beta,2021-09-12,79,44.0,
1.5.0,2021-09-12,518,255.0,62.0
v1.4.2,2021-09-12,546,272.0,62.0
v1.4.1,2021-09-12,235,96.0,31.0
v1.4.0,2021-09-12,357,128.0,33.0
v1.3.0,2021-09-12,90,76.0,26.0
v1.2.1,2021-09-12,191,,
v1.1.0,2021-09-12,188,,
v1.0.0,2021-09-12,286,,
v1.5.1-beta,2021-09-13,83,44.0,
1.5.0,2021-09-13,523,256.0,62.0
v1.4.2,2021-09-13,546,272.0,62.0
v1.4.1,2021-09-13,235,96.0,31.0
v1.4.0,2021-09-13,357,128.0,33.0
v1.3.0,2021-09-13,90,76.0,26.0
v1.2.1,2021-09-13,191,,
v1.1.0,2021-09-13,188,,
v1.0.0,2021-09-13,287,,
v1.5.1-beta,2021-09-14,87,46.0,
1.5.0,2021-09-14,526,256.0,62.0
v1.4.2,2021-09-14,546,272.0,62.0
v1.4.1,2021-09-14,235,96.0,31.0
v1.4.0,2021-09-14,357,129.0,33.0
v1.3.0,2021-09-14,90,76.0,26.0
v1.2.1,2021-09-14,191,,
v1.1.0,2021-09-14,188,,
v1.0.0,2021-09-14,289,,
v1.5.1-beta,2021-09-15,89,46.0,
1.5.0,2021-09-15,529,258.0,62.0
v1.4.2,2021-09-15,546,272.0,62.0
v1.4.1,2021-09-15,235,96.0,31.0
v1.4.0,2021-09-15,357,129.0,33.0
v1.3.0,2021-09-15,90,76.0,26.0
v1.2.1,2021-09-15,191,,
v1.1.0,2021-09-15,188,,
v1.0.0,2021-09-15,289,,
v1.5.1-beta,2021-09-16,90,49.0,
1.5.0,2021-09-16,531,261.0,62.0
v1.4.2,2021-09-16,547,272.0,62.0
v1.4.1,2021-09-16,235,96.0,31.0
v1.4.0,2021-09-16,359,129.0,33.0
v1.3.0,2021-09-16,90,76.0,26.0
v1.2.1,2021-09-16,191,,
v1.1.0,2021-09-16,188,,
v1.0.0,2021-09-16,289,,
v1.5.1-beta,2021-09-17,91,50.0,
1.5.0,2021-09-17,531,262.0,62.0
v1.4.2,2021-09-17,547,272.0,62.0
v1.4.1,2021-09-17,235,96.0,31.0
v1.4.0,2021-09-17,359,129.0,33.0
v1.3.0,2021-09-17,90,76.0,26.0
v1.2.1,2021-09-17,191,,
v1.1.0,2021-09-17,188,,
v1.0.0,2021-09-17,289,,
v1.5.1-beta,2021-09-18,93,50.0,
1.5.0,2021-09-18,535,262.0,62.0
v1.4.2,2021-09-18,547,272.0,62.0
v1.4.1,2021-09-18,235,96.0,31.0
v1.4.0,2021-09-18,359,129.0,33.0
v1.3.0,2021-09-18,90,76.0,26.0
v1.2.1,2021-09-18,191,,
v1.1.0,2021-09-18,188,,
v1.0.0,2021-09-18,289,,
v1.5.1-beta,2021-09-19,98,51.0,
1.5.0,2021-09-19,538,262.0,63.0
v1.4.2,2021-09-19,547,272.0,62.0
v1.4.1,2021-09-19,235,96.0,31.0
v1.4.0,2021-09-19,359,129.0,33.0
v1.3.0,2021-09-19,90,76.0,26.0
v1.2.1,2021-09-19,191,,
v1.1.0,2021-09-19,188,,
v1.0.0,2021-09-19,290,,
v1.5.1-beta,2021-09-20,98,52.0,
1.5.0,2021-09-20,543,264.0,63.0
v1.4.2,2021-09-20,547,272.0,62.0
v1.4.1,2021-09-20,235,96.0,31.0
v1.4.0,2021-09-20,359,129.0,33.0
v1.3.0,2021-09-20,90,76.0,26.0
v1.2.1,2021-09-20,191,,
v1.1.0,2021-09-20,188,,
v1.0.0,2021-09-20,291,,
v1.5.1-beta,2021-09-21,102,53.0,
1.5.0,2021-09-21,543,265.0,63.0
v1.4.2,2021-09-21,547,272.0,62.0
v1.4.1,2021-09-21,235,96.0,31.0
v1.4.0,2021-09-21,359,129.0,33.0
v1.3.0,2021-09-21,90,76.0,26.0
v1.2.1,2021-09-21,191,,
v1.1.0,2021-09-21,188,,
v1.0.0,2021-09-21,292,,
v1.5.1-beta,2021-09-22,103,54.0,
1.5.0,2021-09-22,546,269.0,63.0
v1.4.2,2021-09-22,548,272.0,62.0
v1.4.1,2021-09-22,235,96.0,31.0
v1.4.0,2021-09-22,359,129.0,33.0
v1.3.0,2021-09-22,90,76.0,26.0
v1.2.1,2021-09-22,191,,
v1.1.0,2021-09-22,188,,
v1.0.0,2021-09-22,293,,
v1.5.1-beta,2021-09-23,104,54.0,
1.5.0,2021-09-23,547,270.0,63.0
v1.4.2,2021-09-23,548,272.0,62.0
v1.4.1,2021-09-23,235,96.0,31.0
v1.4.0,2021-09-23,359,129.0,33.0
v1.3.0,2021-09-23,90,76.0,26.0
v1.2.1,2021-09-23,191,,
v1.1.0,2021-09-23,188,,
v1.0.0,2021-09-23,293,,
v1.5.1-beta,2021-09-24,107,54.0,
1.5.0,2021-09-24,551,271.0,63.0
v1.4.2,2021-09-24,548,272.0,62.0
v1.4.1,2021-09-24,235,96.0,31.0
v1.4.0,2021-09-24,359,129.0,33.0
v1.3.0,2021-09-24,90,76.0,26.0
v1.2.1,2021-09-24,191,,
v1.1.0,2021-09-24,188,,
v1.0.0,2021-09-24,293,,
v1.5.1-beta,2021-09-25,109,56.0,
1.5.0,2021-09-25,552,273.0,63.0
v1.4.2,2021-09-25,548,272.0,62.0
v1.4.1,2021-09-25,235,96.0,31.0
v1.4.0,2021-09-25,359,129.0,33.0
v1.3.0,2021-09-25,90,76.0,26.0
v1.2.1,2021-09-25,191,,
v1.1.0,2021-09-25,188,,
v1.0.0,2021-09-25,293,,
v1.5.1-beta,2021-09-26,109,56.0,
1.5.0,2021-09-26,552,273.0,64.0
v1.4.2,2021-09-26,548,272.0,62.0
v1.4.1,2021-09-26,235,96.0,31.0
v1.4.0,2021-09-26,359,129.0,33.0
v1.3.0,2021-09-26,90,76.0,26.0
v1.2.1,2021-09-26,191,,
v1.1.0,2021-09-26,188,,
v1.0.0,2021-09-26,293,,
v1.5.1-beta,2021-09-27,112,56.0,
1.5.0,2021-09-27,558,275.0,64.0
v1.4.2,2021-09-27,548,272.0,62.0
v1.4.1,2021-09-27,235,96.0,31.0
v1.4.0,2021-09-27,359,129.0,33.0
v1.3.0,2021-09-27,90,76.0,26.0
v1.2.1,2021-09-27,191,,
v1.1.0,2021-09-27,188,,
v1.0.0,2021-09-27,293,,
v1.5.1-beta,2021-09-28,112,56.0,
1.5.0,2021-09-28,558,276.0,65.0
v1.4.2,2021-09-28,548,272.0,62.0
v1.4.1,2021-09-28,235,96.0,31.0
v1.4.0,2021-09-28,359,129.0,33.0
v1.3.0,2021-09-28,90,76.0,26.0
v1.2.1,2021-09-28,191,,
v1.1.0,2021-09-28,188,,
v1.0.0,2021-09-28,294,,
v1.5.1-beta,2021-09-29,113,56.0,
1.5.0,2021-09-29,561,276.0,65.0
v1.4.2,2021-09-29,548,272.0,62.0
v1.4.1,2021-09-29,235,96.0,31.0
v1.4.0,2021-09-29,359,129.0,33.0
v1.3.0,2021-09-29,90,76.0,26.0
v1.2.1,2021-09-29,191,,
v1.1.0,2021-09-29,188,,
v1.0.0,2021-09-29,295,,
v1.5.1-beta,2021-09-30,116,57.0,
1.5.0,2021-09-30,562,276.0,65.0
v1.4.2,2021-09-30,548,272.0,62.0
v1.4.1,2021-09-30,235,96.0,31.0
v1.4.0,2021-09-30,359,129.0,33.0
v1.3.0,2021-09-30,90,76.0,26.0
v1.2.1,2021-09-30,191,,
v1.1.0,2021-09-30,188,,
v1.0.0,2021-09-30,296,,
v1.5.1-beta,2021-10-01,117,58.0,
1.5.0,2021-10-01,563,277.0,65.0
v1.4.2,2021-10-01,548,272.0,62.0
v1.4.1,2021-10-01,235,96.0,31.0
v1.4.0,2021-10-01,359,129.0,33.0
v1.3.0,2021-10-01,90,76.0,26.0
v1.2.1,2021-10-01,191,,
v1.1.0,2021-10-01,188,,
v1.0.0,2021-10-01,297,,
v1.5.1-beta,2021-10-02,119,58.0,
1.5.0,2021-10-02,565,278.0,65.0
v1.4.2,2021-10-02,549,272.0,62.0
v1.4.1,2021-10-02,235,96.0,31.0
v1.4.0,2021-10-02,359,129.0,33.0
v1.3.0,2021-10-02,90,76.0,26.0
v1.2.1,2021-10-02,191,,
v1.1.0,2021-10-02,188,,
v1.0.0,2021-10-02,298,,
v1.5.1-beta,2021-10-03,119,58.0,
1.5.0,2021-10-03,568,279.0,65.0
v1.4.2,2021-10-03,549,272.0,62.0
v1.4.1,2021-10-03,235,96.0,31.0
v1.4.0,2021-10-03,359,129.0,33.0
